instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_actual,hum_actual,day_type,casual_pct,registered_pct
12186,2012-05-27,2,1,5,22,0,0,0,3,0.62,0.5758,0.83,0.0,9,50,59,25.419999999999998,83.0,Weekend/Holiday,15.0,83.33333333333334
12187,2012-05-27,2,1,5,23,0,0,0,3,0.62,0.5758,0.83,0.1343,31,65,96,25.419999999999998,83.0,Weekend/Holiday,31.958762886597935,67.0103092783505
12188,2012-05-28,2,1,5,0,1,1,0,1,0.62,0.5758,0.83,0.2239,21,44,65,25.419999999999998,83.0,Weekend/Holiday,31.818181818181817,66.66666666666666
12189,2012-05-28,2,1,5,1,1,1,0,2,0.62,0.5909,0.78,0.2985,14,45,59,25.419999999999998,78.0,Weekend/Holiday,23.333333333333332,75.0
12190,2012-05-28,2,1,5,2,1,1,0,1,0.6,0.5606,0.83,0.2239,20,28,48,24.599999999999998,83.0,Weekend/Holiday,40.816326530612244,57.14285714285714
12191,2012-05-28,2,1,5,3,1,1,0,1,0.62,0.5909,0.73,0.1642,6,12,18,25.419999999999998,73.0,Weekend/Holiday,31.57894736842105,63.1578947368421
12192,2012-05-28,2,1,5,4,1,1,0,1,0.6,0.5758,0.78,0.1343,2,4,6,24.599999999999998,78.0,Weekend/Holiday,28.57142857142857,57.14285714285714
12193,2012-05-28,2,1,5,5,1,1,0,1,0.6,0.5758,0.78,0.1343,4,5,9,24.599999999999998,78.0,Weekend/Holiday,40.0,50.0
12194,2012-05-28,2,1,5,6,1,1,0,1,0.62,0.5909,0.73,0.1642,6,14,20,25.419999999999998,73.0,Weekend/Holiday,28.57142857142857,66.66666666666666
12195,2012-05-28,2,1,5,7,1,1,0,1,0.62,0.5909,0.78,0.1045,24,43,67,25.419999999999998,78.0,Weekend/Holiday,35.294117647058826,63.23529411764706
12196,2012-05-28,2,1,5,8,1,1,0,1,0.66,0.6212,0.69,0.0,62,93,155,27.060000000000002,69.0,Weekend/Holiday,39.743589743589745,59.61538461538461
12197,2012-05-28,2,1,5,9,1,1,0,1,0.7,0.6515,0.61,0.0,121,142,263,28.7,61.0,Weekend/Holiday,45.83333333333333,53.78787878787878
12198,2012-05-28,2,1,5,10,1,1,0,1,0.7,0.6515,0.61,0.0,189,175,364,28.7,61.0,Weekend/Holiday,51.78082191780822,47.94520547945205
12199,2012-05-28,2,1,5,11,1,1,0,1,0.72,0.6818,0.66,0.1343,254,222,476,29.52,66.0,Weekend/Holiday,53.24947589098532,46.540880503144656
12200,2012-05-28,2,1,5,12,1,1,0,1,0.76,0.7121,0.62,0.1343,233,292,525,31.16,62.0,Weekend/Holiday,44.29657794676806,55.51330798479087
12201,2012-05-28,2,1,5,13,1,1,0,1,0.8,0.7879,0.63,0.2836,272,284,556,32.800000000000004,63.0,Weekend/Holiday,48.83303411131059,50.987432675044886
12202,2012-05-28,2,1,5,14,1,1,0,1,0.8,0.7879,0.63,0.2836,238,227,465,32.800000000000004,63.0,Weekend/Holiday,51.072961373390555,48.712446351931334
12203,2012-05-28,2,1,5,15,1,1,0,1,0.82,0.7879,0.56,0.2985,181,279,460,33.62,56.00000000000001,Weekend/Holiday,39.26247288503254,60.520607375271155
12204,2012-05-28,2,1,5,16,1,1,0,1,0.82,0.7879,0.56,0.3284,223,278,501,33.62,56.00000000000001,Weekend/Holiday,44.42231075697211,55.37848605577689
12205,2012-05-28,2,1,5,17,1,1,0,1,0.82,0.7879,0.56,0.2985,158,247,405,33.62,56.00000000000001,Weekend/Holiday,38.91625615763547,60.83743842364532
12206,2012-05-28,2,1,5,18,1,1,0,1,0.8,0.7727,0.59,0.2985,132,251,383,32.800000000000004,59.0,Weekend/Holiday,34.375,65.36458333333334
12207,2012-05-28,2,1,5,19,1,1,0,1,0.8,0.7576,0.55,0.2985,148,247,395,32.800000000000004,55.00000000000001,Weekend/Holiday,37.37373737373738,62.37373737373737
12208,2012-05-28,2,1,5,20,1,1,0,1,0.78,0.7424,0.62,0.2985,114,203,317,31.98,62.0,Weekend/Holiday,35.84905660377358,63.83647798742138
12209,2012-05-28,2,1,5,21,1,1,0,1,0.76,0.7273,0.66,0.2836,66,181,247,31.16,66.0,Weekend/Holiday,26.61290322580645,72.98387096774194
12210,2012-05-28,2,1,5,22,1,1,0,1,0.74,0.697,0.7,0.1642,47,110,157,30.34,70.0,Weekend/Holiday,29.746835443037973,69.62025316455697
12211,2012-05-28,2,1,5,23,1,1,0,1,0.72,0.697,0.74,0.1642,22,60,82,29.52,74.0,Weekend/Holiday,26.506024096385545,72.28915662650603
12212,2012-05-29,2,1,5,0,0,2,1,1,0.7,0.6667,0.79,0.194,12,33,45,28.7,79.0,Workday,26.08695652173913,71.73913043478261
12213,2012-05-29,2,1,5,1,0,2,1,1,0.7,0.6667,0.79,0.194,1,13,14,28.7,79.0,Workday,6.666666666666667,86.66666666666667
12214,2012-05-29,2,1,5,2,0,2,1,1,0.68,0.6364,0.83,0.1343,0,8,8,27.880000000000003,83.0,Workday,0.0,88.88888888888889
12215,2012-05-29,2,1,5,3,0,2,1,1,0.68,0.6364,0.79,0.2836,1,2,3,27.880000000000003,79.0,Workday,25.0,50.0
12216,2012-05-29,2,1,5,4,0,2,1,1,0.66,0.6061,0.78,0.2239,0,5,5,27.060000000000002,78.0,Workday,0.0,83.33333333333334
12217,2012-05-29,2,1,5,5,0,2,1,1,0.66,0.6061,0.78,0.2239,1,32,33,27.060000000000002,78.0,Workday,2.941176470588235,94.11764705882352
12218,2012-05-29,2,1,5,6,0,2,1,1,0.66,0.6061,0.78,0.2239,9,145,154,27.060000000000002,78.0,Workday,5.806451612903226,93.54838709677419
12219,2012-05-29,2,1,5,7,0,2,1,1,0.66,0.6061,0.78,0.2239,19,431,450,27.060000000000002,78.0,Workday,4.212860310421286,95.56541019955654
12220,2012-05-29,2,1,5,8,0,2,1,1,0.7,0.6667,0.74,0.194,46,588,634,28.7,74.0,Workday,7.244094488188976,92.5984251968504
12221,2012-05-29,2,1,5,9,0,2,1,1,0.72,0.6818,0.7,0.2537,26,231,257,29.52,70.0,Workday,10.077519379844961,89.53488372093024
12222,2012-05-29,2,1,5,10,0,2,1,1,0.74,0.697,0.7,0.2985,67,116,183,30.34,70.0,Workday,36.41304347826087,63.04347826086957
12223,2012-05-29,2,1,5,11,0,2,1,1,0.76,0.7121,0.62,0.2985,50,147,197,31.16,62.0,Workday,25.252525252525253,74.24242424242425
12224,2012-05-29,2,1,5,12,0,2,1,1,0.8,0.7576,0.55,0.3284,56,181,237,32.800000000000004,55.00000000000001,Workday,23.52941176470588,76.05042016806722
12225,2012-05-29,2,1,5,13,0,2,1,1,0.82,0.7727,0.52,0.3881,63,176,239,33.62,52.0,Workday,26.25,73.33333333333333
12226,2012-05-29,2,1,5,14,0,2,1,1,0.82,0.7727,0.52,0.4179,80,158,238,33.62,52.0,Workday,33.47280334728033,66.10878661087865
12227,2012-05-29,2,1,5,15,0,2,1,1,0.82,0.7727,0.49,0.3881,71,185,256,33.62,49.0,Workday,27.626459143968873,71.98443579766537
12228,2012-05-29,2,1,5,16,0,2,1,1,0.82,0.7727,0.49,0.4925,73,320,393,33.62,49.0,Workday,18.527918781725887,81.21827411167513
12229,2012-05-29,2,1,5,17,0,2,1,1,0.82,0.7576,0.46,0.4179,107,674,781,33.62,46.0,Workday,13.682864450127877,86.18925831202046
12230,2012-05-29,2,1,5,18,0,2,1,1,0.8,0.7424,0.49,0.4925,78,632,710,32.800000000000004,49.0,Workday,10.970464135021098,88.88888888888889
12231,2012-05-29,2,1,5,19,0,2,1,1,0.78,0.7121,0.52,0.3582,69,457,526,31.98,52.0,Workday,13.092979127134724,86.71726755218216
12232,2012-05-29,2,1,5,20,0,2,1,3,0.7,0.6515,0.61,0.5224,36,168,204,28.7,61.0,Workday,17.560975609756095,81.95121951219512
12233,2012-05-29,2,1,5,21,0,2,1,3,0.6,0.5455,0.88,0.4478,3,68,71,24.599999999999998,88.0,Workday,4.166666666666666,94.44444444444444
12234,2012-05-29,2,1,5,22,0,2,1,2,0.62,0.5606,0.88,0.0896,2,53,55,25.419999999999998,88.0,Workday,3.571428571428571,94.64285714285714
12235,2012-05-29,2,1,5,23,0,2,1,3,0.62,0.5455,0.94,0.0,10,40,50,25.419999999999998,94.0,Workday,19.607843137254903,78.43137254901961
12236,2012-05-30,2,1,5,0,0,3,1,3,0.64,0.5758,0.89,0.1045,4,32,36,26.240000000000002,89.0,Workday,10.81081081081081,86.48648648648648
12237,2012-05-30,2,1,5,1,0,3,1,3,0.64,0.5758,0.89,0.194,0,4,4,26.240000000000002,89.0,Workday,0.0,80.0
12238,2012-05-30,2,1,5,2,0,3,1,3,0.62,0.5455,0.94,0.0896,1,4,5,25.419999999999998,94.0,Workday,16.666666666666664,66.66666666666666
12239,2012-05-30,2,1,5,3,0,3,1,3,0.62,0.5606,0.88,0.1343,0,5,5,25.419999999999998,88.0,Workday,0.0,83.33333333333334
12240,2012-05-30,2,1,5,4,0,3,1,2,0.62,0.5606,0.88,0.1343,0,6,6,25.419999999999998,88.0,Workday,0.0,85.71428571428571
12241,2012-05-30,2,1,5,5,0,3,1,2,0.62,0.5909,0.78,0.1343,1,40,41,25.419999999999998,78.0,Workday,2.380952380952381,95.23809523809523
12242,2012-05-30,2,1,5,6,0,3,1,2,0.6,0.5758,0.78,0.1045,5,139,144,24.599999999999998,78.0,Workday,3.4482758620689653,95.86206896551724
12243,2012-05-30,2,1,5,7,0,3,1,3,0.6,0.5758,0.78,0.194,14,469,483,24.599999999999998,78.0,Workday,2.8925619834710745,96.900826446281
12244,2012-05-30,2,1,5,8,0,3,1,2,0.6,0.5909,0.73,0.1642,29,642,671,24.599999999999998,73.0,Workday,4.315476190476191,95.53571428571429
12245,2012-05-30,2,1,5,9,0,3,1,2,0.62,0.6061,0.69,0.194,23,282,305,25.419999999999998,69.0,Workday,7.516339869281046,92.15686274509804
12246,2012-05-30,2,1,5,10,0,3,1,2,0.62,0.6061,0.69,0.2836,39,138,177,25.419999999999998,69.0,Workday,21.910112359550563,77.52808988764045
12247,2012-05-30,2,1,5,11,0,3,1,2,0.66,0.6212,0.65,0.194,53,155,208,27.060000000000002,65.0,Workday,25.358851674641148,74.16267942583733
12248,2012-05-30,2,1,5,12,0,3,1,1,0.7,0.6515,0.54,0.0,33,220,253,28.7,54.0,Workday,12.992125984251967,86.61417322834646
12249,2012-05-30,2,1,5,13,0,3,1,1,0.7,0.6515,0.51,0.0,53,236,289,28.7,51.0,Workday,18.275862068965516,81.37931034482759
12250,2012-05-30,2,1,5,14,0,3,1,1,0.72,0.6515,0.42,0.1343,44,208,252,29.52,42.0,Workday,17.391304347826086,82.21343873517787
12251,2012-05-30,2,1,5,15,0,3,1,1,0.72,0.6667,0.51,0.1343,54,221,275,29.52,51.0,Workday,19.565217391304348,80.07246376811594
12252,2012-05-30,2,1,5,16,0,3,1,1,0.72,0.6667,0.51,0.1642,46,352,398,29.52,51.0,Workday,11.528822055137844,88.22055137844612
12253,2012-05-30,2,1,5,17,0,3,1,1,0.74,0.6667,0.48,0.0896,83,756,839,30.34,48.0,Workday,9.880952380952381,90.0
12254,2012-05-30,2,1,5,18,0,3,1,1,0.74,0.6667,0.48,0.1642,50,746,796,30.34,48.0,Workday,6.273525721455458,93.60100376411543
12255,2012-05-30,2,1,5,19,0,3,1,1,0.72,0.6667,0.54,0.1642,50,506,556,29.52,54.0,Workday,8.976660682226212,90.84380610412927
12256,2012-05-30,2,1,5,20,0,3,1,2,0.54,0.5152,0.6,0.1343,57,374,431,22.14,60.0,Workday,13.194444444444445,86.57407407407408
12257,2012-05-30,2,1,5,21,0,3,1,1,0.68,0.6364,0.57,0.1045,41,263,304,27.880000000000003,56.99999999999999,Workday,13.442622950819672,86.22950819672131
12258,2012-05-30,2,1,5,22,0,3,1,1,0.66,0.6212,0.69,0.1045,26,191,217,27.060000000000002,69.0,Workday,11.926605504587156,87.61467889908256
12259,2012-05-30,2,1,5,23,0,3,1,1,0.66,0.6212,0.65,0.1045,39,121,160,27.060000000000002,65.0,Workday,24.22360248447205,75.15527950310559
12260,2012-05-31,2,1,5,0,0,4,1,1,0.64,0.6061,0.69,0.1343,13,48,61,26.240000000000002,69.0,Workday,20.967741935483872,77.41935483870968
12261,2012-05-31,2,1,5,1,0,4,1,1,0.64,0.6061,0.69,0.0896,4,22,26,26.240000000000002,69.0,Workday,14.814814814814813,81.48148148148148
12262,2012-05-31,2,1,5,2,0,4,1,1,0.64,0.6061,0.65,0.0896,6,8,14,26.240000000000002,65.0,Workday,40.0,53.333333333333336
12263,2012-05-31,2,1,5,3,0,4,1,1,0.62,0.6061,0.69,0.0896,0,8,8,25.419999999999998,69.0,Workday,0.0,88.88888888888889
12264,2012-05-31,2,1,5,4,0,4,1,1,0.62,0.6061,0.69,0.0,0,8,8,25.419999999999998,69.0,Workday,0.0,88.88888888888889
12265,2012-05-31,2,1,5,5,0,4,1,1,0.62,0.6061,0.69,0.2537,1,32,33,25.419999999999998,69.0,Workday,2.941176470588235,94.11764705882352
12266,2012-05-31,2,1,5,6,0,4,1,1,0.6,0.5909,0.73,0.2239,7,171,178,24.599999999999998,73.0,Workday,3.910614525139665,95.53072625698324
12267,2012-05-31,2,1,5,7,0,4,1,1,0.6,0.6061,0.64,0.2836,18,489,507,24.599999999999998,64.0,Workday,3.543307086614173,96.25984251968504
12268,2012-05-31,2,1,5,8,0,4,1,1,0.62,0.6212,0.57,0.2537,18,675,693,25.419999999999998,56.99999999999999,Workday,2.5936599423631126,97.26224783861672
12269,2012-05-31,2,1,5,9,0,4,1,1,0.66,0.6212,0.47,0.2537,47,264,311,27.060000000000002,47.0,Workday,15.064102564102564,84.61538461538461
12270,2012-05-31,2,1,5,10,0,4,1,1,0.7,0.6364,0.39,0.3881,65,155,220,28.7,39.0,Workday,29.411764705882355,70.13574660633483
12271,2012-05-31,2,1,5,11,0,4,1,1,0.72,0.6515,0.37,0.2836,65,153,218,29.52,37.0,Workday,29.68036529680365,69.86301369863014
12272,2012-05-31,2,1,5,12,0,4,1,1,0.72,0.6515,0.37,0.194,62,230,292,29.52,37.0,Workday,21.160409556313994,78.49829351535837
12273,2012-05-31,2,1,5,13,0,4,1,1,0.74,0.6515,0.35,0.1343,77,216,293,30.34,35.0,Workday,26.190476190476193,73.46938775510205
12274,2012-05-31,2,1,5,14,0,4,1,1,0.76,0.6667,0.31,0.194,61,193,254,31.16,31.0,Workday,23.92156862745098,75.68627450980392
12275,2012-05-31,2,1,5,15,0,4,1,1,0.76,0.6667,0.33,0.2985,81,209,290,31.16,33.0,Workday,27.835051546391753,71.8213058419244
12276,2012-05-31,2,1,5,16,0,4,1,1,0.76,0.6667,0.33,0.2836,103,384,487,31.16,33.0,Workday,21.10655737704918,78.68852459016394
12277,2012-05-31,2,1,5,17,0,4,1,1,0.76,0.6667,0.31,0.1642,85,742,827,31.16,31.0,Workday,10.265700483091788,89.61352657004831
12278,2012-05-31,2,1,5,18,0,4,1,1,0.74,0.6515,0.3,0.194,85,700,785,30.34,30.0,Workday,10.814249363867685,89.05852417302799
12279,2012-05-31,2,1,5,19,0,4,1,1,0.72,0.6515,0.34,0.1642,104,487,591,29.52,34.0,Workday,17.56756756756757,82.26351351351352
12280,2012-05-31,2,1,5,20,0,4,1,1,0.68,0.6364,0.44,0.1642,88,391,479,27.880000000000003,44.0,Workday,18.333333333333332,81.45833333333333
12281,2012-05-31,2,1,5,21,0,4,1,1,0.68,0.6364,0.44,0.1642,41,318,359,27.880000000000003,44.0,Workday,11.38888888888889,88.33333333333333
12282,2012-05-31,2,1,5,22,0,4,1,1,0.66,0.6212,0.5,0.1642,43,221,264,27.060000000000002,50.0,Workday,16.22641509433962,83.39622641509435
12283,2012-05-31,2,1,5,23,0,4,1,1,0.66,0.6212,0.54,0.2239,26,114,140,27.060000000000002,54.0,Workday,18.439716312056735,80.85106382978722
12284,2012-06-01,2,1,6,0,0,5,1,1,0.66,0.6212,0.5,0.2537,10,76,86,27.060000000000002,50.0,Workday,11.494252873563218,87.35632183908046
12285,2012-06-01,2,1,6,1,0,5,1,1,0.64,0.6212,0.53,0.2239,0,34,34,26.240000000000002,53.0,Workday,0.0,97.14285714285714
12286,2012-06-01,2,1,6,2,0,5,1,1,0.64,0.6212,0.57,0.2239,3,13,16,26.240000000000002,56.99999999999999,Workday,17.647058823529413,76.47058823529412
12287,2012-06-01,2,1,6,3,0,5,1,2,0.62,0.5909,0.73,0.0896,0,4,4,25.419999999999998,73.0,Workday,0.0,80.0
12288,2012-06-01,2,1,6,4,0,5,1,2,0.62,0.5909,0.73,0.0896,1,5,6,25.419999999999998,73.0,Workday,14.285714285714285,71.42857142857143
12289,2012-06-01,2,1,6,5,0,5,1,2,0.62,0.5909,0.78,0.0896,4,41,45,25.419999999999998,78.0,Workday,8.695652173913043,89.13043478260869
12290,2012-06-01,2,1,6,6,0,5,1,3,0.62,0.5606,0.88,0.1343,5,136,141,25.419999999999998,88.0,Workday,3.5211267605633805,95.77464788732394
12291,2012-06-01,2,1,6,7,0,5,1,2,0.64,0.5758,0.89,0.194,33,369,402,26.240000000000002,89.0,Workday,8.188585607940446,91.56327543424318
12292,2012-06-01,2,1,6,8,0,5,1,2,0.64,0.5758,0.89,0.194,19,675,694,26.240000000000002,89.0,Workday,2.7338129496402876,97.12230215827337
12293,2012-06-01,2,1,6,9,0,5,1,2,0.64,0.5758,0.83,0.2239,24,274,298,26.240000000000002,83.0,Workday,8.02675585284281,91.63879598662207
12294,2012-06-01,2,1,6,10,0,5,1,2,0.66,0.6061,0.78,0.2836,49,155,204,27.060000000000002,78.0,Workday,23.902439024390244,75.60975609756098
12295,2012-06-01,2,1,6,11,0,5,1,2,0.7,0.6667,0.74,0.2836,42,193,235,28.7,74.0,Workday,17.796610169491526,81.77966101694916
12296,2012-06-01,2,1,6,12,0,5,1,2,0.7,0.6667,0.74,0.3582,72,238,310,28.7,74.0,Workday,23.15112540192926,76.52733118971061
12297,2012-06-01,2,1,6,13,0,5,1,1,0.72,0.6818,0.7,0.2985,76,240,316,29.52,70.0,Workday,23.974763406940063,75.70977917981072
12298,2012-06-01,2,1,6,14,0,5,1,3,0.72,0.6818,0.66,0.2836,55,199,254,29.52,66.0,Workday,21.568627450980394,78.03921568627452
12299,2012-06-01,2,1,6,15,0,5,1,3,0.72,0.6818,0.66,0.2836,45,213,258,29.52,66.0,Workday,17.374517374517374,82.23938223938224
12300,2012-06-01,2,1,6,16,0,5,1,3,0.74,0.6818,0.58,0.4478,36,186,222,30.34,57.99999999999999,Workday,16.143497757847534,83.40807174887892
12301,2012-06-01,2,1,6,17,0,5,1,3,0.7,0.6515,0.7,0.2537,25,202,227,28.7,70.0,Workday,10.964912280701753,88.59649122807018
12302,2012-06-01,2,1,6,18,0,5,1,3,0.62,0.5606,0.88,0.3582,10,100,110,25.419999999999998,88.0,Workday,9.00900900900901,90.09009009009009
12303,2012-06-01,2,1,6,19,0,5,1,3,0.62,0.5606,0.88,0.3582,4,41,45,25.419999999999998,88.0,Workday,8.695652173913043,89.13043478260869
12304,2012-06-01,2,1,6,20,0,5,1,3,0.62,0.5455,0.94,0.2537,1,38,39,25.419999999999998,94.0,Workday,2.5,95.0
12305,2012-06-01,2,1,6,21,0,5,1,3,0.64,0.5909,0.78,0.2537,12,73,85,26.240000000000002,78.0,Workday,13.953488372093023,84.88372093023256
12306,2012-06-01,2,1,6,22,0,5,1,3,0.6,0.5455,0.88,0.1343,1,22,23,24.599999999999998,88.0,Workday,4.166666666666666,91.66666666666666
12307,2012-06-01,2,1,6,23,0,5,1,3,0.6,0.5455,0.88,0.1343,6,67,73,24.599999999999998,88.0,Workday,8.108108108108109,90.54054054054053
12308,2012-06-02,2,1,6,0,0,6,0,2,0.56,0.5303,0.83,0.1343,5,81,86,22.96,83.0,Weekend/Holiday,5.747126436781609,93.10344827586206
12309,2012-06-02,2,1,6,1,0,6,0,2,0.56,0.5303,0.83,0.1045,15,61,76,22.96,83.0,Weekend/Holiday,19.480519480519483,79.22077922077922
12310,2012-06-02,2,1,6,2,0,6,0,2,0.54,0.5152,0.88,0.0,3,38,41,22.14,88.0,Weekend/Holiday,7.142857142857142,90.47619047619048
12311,2012-06-02,2,1,6,3,0,6,0,1,0.56,0.5303,0.73,0.2537,8,18,26,22.96,73.0,Weekend/Holiday,29.629629629629626,66.66666666666666
12312,2012-06-02,2,1,6,4,0,6,0,1,0.54,0.5152,0.68,0.2836,2,11,13,22.14,68.0,Weekend/Holiday,14.285714285714285,78.57142857142857
12313,2012-06-02,2,1,6,5,0,6,0,1,0.5,0.4848,0.72,0.194,1,11,12,20.5,72.0,Weekend/Holiday,7.6923076923076925,84.61538461538461
12314,2012-06-02,2,1,6,6,0,6,0,2,0.5,0.4848,0.77,0.194,5,31,36,20.5,77.0,Weekend/Holiday,13.513513513513514,83.78378378378379
12315,2012-06-02,2,1,6,7,0,6,0,1,0.52,0.5,0.72,0.1045,9,77,86,21.32,72.0,Weekend/Holiday,10.344827586206897,88.50574712643679
12316,2012-06-02,2,1,6,8,0,6,0,1,0.54,0.5152,0.64,0.1642,30,180,210,22.14,64.0,Weekend/Holiday,14.218009478672986,85.30805687203792
12317,2012-06-02,2,1,6,9,0,6,0,1,0.56,0.5303,0.6,0.2537,89,243,332,22.96,60.0,Weekend/Holiday,26.726726726726728,72.97297297297297
12318,2012-06-02,2,1,6,10,0,6,0,1,0.6,0.6212,0.53,0.2985,145,348,493,24.599999999999998,53.0,Weekend/Holiday,29.352226720647774,70.44534412955466
12319,2012-06-02,2,1,6,11,0,6,0,1,0.58,0.5455,0.46,0.2836,179,357,536,23.779999999999998,46.0,Weekend/Holiday,33.33333333333333,66.4804469273743
12320,2012-06-02,2,1,6,12,0,6,0,1,0.62,0.6212,0.43,0.3582,250,418,668,25.419999999999998,43.0,Weekend/Holiday,37.369207772795214,62.4813153961136
12321,2012-06-02,2,1,6,13,0,6,0,1,0.62,0.6212,0.41,0.2537,279,400,679,25.419999999999998,41.0,Weekend/Holiday,41.029411764705884,58.82352941176471
12322,2012-06-02,2,1,6,14,0,6,0,1,0.64,0.6212,0.38,0.2985,259,388,647,26.240000000000002,38.0,Weekend/Holiday,39.96913580246913,59.876543209876544
12323,2012-06-02,2,1,6,15,0,6,0,1,0.64,0.6212,0.38,0.2537,297,405,702,26.240000000000002,38.0,Weekend/Holiday,42.2475106685633,57.61024182076814
12324,2012-06-02,2,1,6,16,0,6,0,1,0.64,0.6212,0.38,0.2537,275,369,644,26.240000000000002,38.0,Weekend/Holiday,42.63565891472868,57.20930232558139
12325,2012-06-02,2,1,6,17,0,6,0,1,0.64,0.6212,0.36,0.0,248,338,586,26.240000000000002,36.0,Weekend/Holiday,42.24872231686542,57.5809199318569
12326,2012-06-02,2,1,6,18,0,6,0,1,0.64,0.6212,0.36,0.0,171,341,512,26.240000000000002,36.0,Weekend/Holiday,33.33333333333333,66.47173489278752
12327,2012-06-02,2,1,6,19,0,6,0,1,0.64,0.6212,0.36,0.1642,185,369,554,26.240000000000002,36.0,Weekend/Holiday,33.33333333333333,66.48648648648648
12328,2012-06-02,2,1,6,20,0,6,0,1,0.62,0.6212,0.35,0.2836,139,260,399,25.419999999999998,35.0,Weekend/Holiday,34.75,65.0
12329,2012-06-02,2,1,6,21,0,6,0,1,0.6,0.6212,0.4,0.1045,96,220,316,24.599999999999998,40.0,Weekend/Holiday,30.28391167192429,69.4006309148265
12330,2012-06-02,2,1,6,22,0,6,0,1,0.58,0.5455,0.46,0.1343,52,176,228,23.779999999999998,46.0,Weekend/Holiday,22.707423580786028,76.85589519650655
12331,2012-06-02,2,1,6,23,0,6,0,1,0.56,0.5303,0.52,0.1045,53,185,238,22.96,52.0,Weekend/Holiday,22.17573221757322,77.40585774058577
12332,2012-06-03,2,1,6,0,0,0,0,1,0.54,0.5152,0.6,0.1642,27,142,169,22.14,60.0,Weekend/Holiday,15.88235294117647,83.52941176470588
12333,2012-06-03,2,1,6,1,0,0,0,1,0.54,0.5152,0.56,0.1343,21,100,121,22.14,56.00000000000001,Weekend/Holiday,17.21311475409836,81.9672131147541
12334,2012-06-03,2,1,6,2,0,0,0,1,0.52,0.5,0.59,0.1045,22,67,89,21.32,59.0,Weekend/Holiday,24.444444444444443,74.44444444444444
12335,2012-06-03,2,1,6,3,0,0,0,1,0.52,0.5,0.63,0.1045,16,34,50,21.32,63.0,Weekend/Holiday,31.372549019607842,66.66666666666666
12336,2012-06-03,2,1,6,4,0,0,0,1,0.5,0.4848,0.72,0.0896,1,12,13,20.5,72.0,Weekend/Holiday,7.142857142857142,85.71428571428571
12337,2012-06-03,2,1,6,5,0,0,0,1,0.5,0.4848,0.68,0.0,1,11,12,20.5,68.0,Weekend/Holiday,7.6923076923076925,84.61538461538461
12338,2012-06-03,2,1,6,6,0,0,0,1,0.46,0.4545,0.82,0.1045,6,16,22,18.86,82.0,Weekend/Holiday,26.08695652173913,69.56521739130434
12339,2012-06-03,2,1,6,7,0,0,0,1,0.5,0.4848,0.68,0.1045,6,29,35,20.5,68.0,Weekend/Holiday,16.666666666666664,80.55555555555556
12340,2012-06-03,2,1,6,8,0,0,0,1,0.54,0.5152,0.6,0.0896,30,110,140,22.14,60.0,Weekend/Holiday,21.27659574468085,78.01418439716312
12341,2012-06-03,2,1,6,9,0,0,0,1,0.6,0.6212,0.46,0.194,70,230,300,24.599999999999998,46.0,Weekend/Holiday,23.25581395348837,76.41196013289037
12342,2012-06-03,2,1,6,10,0,0,0,1,0.62,0.6212,0.43,0.2239,127,277,404,25.419999999999998,43.0,Weekend/Holiday,31.35802469135803,68.39506172839506
12343,2012-06-03,2,1,6,11,0,0,0,1,0.64,0.6212,0.41,0.2537,199,312,511,26.240000000000002,41.0,Weekend/Holiday,38.8671875,60.9375
12344,2012-06-03,2,1,6,12,0,0,0,1,0.66,0.6212,0.39,0.2985,276,408,684,27.060000000000002,39.0,Weekend/Holiday,40.29197080291971,59.56204379562043
12345,2012-06-03,2,1,6,13,0,0,0,1,0.68,0.6364,0.36,0.2836,265,421,686,27.880000000000003,36.0,Weekend/Holiday,38.57350800582242,61.280931586608446
12346,2012-06-03,2,1,6,14,0,0,0,1,0.68,0.6364,0.36,0.3284,267,411,678,27.880000000000003,36.0,Weekend/Holiday,39.32253313696613,60.53019145802651
12347,2012-06-03,2,1,6,15,0,0,0,1,0.7,0.6364,0.34,0.0,236,408,644,28.7,34.0,Weekend/Holiday,36.58914728682171,63.25581395348837
12348,2012-06-03,2,1,6,16,0,0,0,1,0.7,0.6364,0.34,0.2985,226,436,662,28.7,34.0,Weekend/Holiday,34.087481146304675,65.76168929110105
12349,2012-06-03,2,1,6,17,0,0,0,1,0.7,0.6364,0.34,0.2537,192,386,578,28.7,34.0,Weekend/Holiday,33.160621761658035,66.66666666666666
12350,2012-06-03,2,1,6,18,0,0,0,1,0.7,0.6364,0.34,0.2537,153,343,496,28.7,34.0,Weekend/Holiday,30.784708249496983,69.01408450704226
12351,2012-06-03,2,1,6,19,0,0,0,1,0.68,0.6364,0.34,0.2836,116,337,453,27.880000000000003,34.0,Weekend/Holiday,25.55066079295154,74.22907488986785
12352,2012-06-03,2,1,6,20,0,0,0,1,0.66,0.6212,0.39,0.194,84,230,314,27.060000000000002,39.0,Weekend/Holiday,26.666666666666668,73.01587301587301
12353,2012-06-03,2,1,6,21,0,0,0,1,0.62,0.6212,0.43,0.1642,66,180,246,25.419999999999998,43.0,Weekend/Holiday,26.720647773279353,72.8744939271255
12354,2012-06-03,2,1,6,22,0,0,0,1,0.62,0.6212,0.5,0.3881,61,165,226,25.419999999999998,50.0,Weekend/Holiday,26.87224669603524,72.68722466960352
